,frequency,mode,date,time,mycall,urrst,urnr,call,myrst,mynr,stn,datetime,hour,band,band_int,frequency_counts,station_type,dxcc,zonecq,zoneitu,continent,latitude,longitude,prefix,cum_dxcc_band,dxcc_band,dxcc_band_evol_all,dxcc_band_evol_10,dxcc_band_evol_15,dxcc_band_evol_20,dxcc_band_evol_40,dxcc_band_evol_80,dxcc_band_evol_160,cum_zonecq_band,zonecq_band,zonecq_band_evol_all,zonecq_band_evol_10,zonecq_band_evol_15,zonecq_band_evol_20,zonecq_band_evol_40,zonecq_band_evol_80,zonecq_band_evol_160,mults_evol_all,mults_evol_10,mults_evol_15,mults_evol_20,mults_evol_40,mults_evol_80,mults_evol_160,call_counter_band,isdupe,qsos_counter_band,qsos_evol_all,qsos_evol_10,qsos_evol_15,qsos_evol_20,qsos_evol_40,qsos_evol_80,qsos_evol_160,points,morse_length_seconds
10,7003.0,CW,2016-11-26,0001,P33W,599,20,R5WW,599,16,0,2016-11-26 00:01:00,0,40.0,4.0,156.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,2,0,8,,,,5.0,,,2,0,6,,,,3.0,,,14,,,,8.0,,,1,0,1.0,11.0,,,,8.0,,,3,1.72
11,3548.0,CW,2016-11-26,0001,P33W,599,20,SK3W,599,14,1,2016-11-26 00:01:00,0,80.0,5.0,1.0,multi,Sweden,14,18,continentEU,61.20,-14.57,SM,1,1,9,,,,,4.0,,1,1,7,,,,,4.0,,16,,,,,8.0,,1,0,1.0,12.0,,,,,4.0,,3,1.8
12,3562.0,CW,2016-11-26,0001,P33W,599,20,HA6NL,599,15,1,2016-11-26 00:01:00,0,80.0,5.0,1.0,multi,Hungary,15,28,continentEU,47.12,-19.28,HA,1,1,10,,,,,5.0,,2,0,7,,,,,4.0,,17,,,,,9.0,,1,0,1.0,13.0,,,,,5.0,,3,1.96
13,7003.0,CW,2016-11-26,0001,P33W,599,20,UX0LL,599,16,0,2016-11-26 00:01:00,0,40.0,4.0,156.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,1,1,11,,,,6.0,,,3,0,7,,,,3.0,,,18,,,,9.0,,,1,0,1.0,14.0,,,,9.0,,,3,2.68
14,7042.0,CW,2016-11-26,0001,P33W,599,20,VP5CW,599,8,0,2016-11-26 00:01:00,0,40.0,4.0,2.0,inband,Turks & Caicos Islands,8,11,continentNA,21.77,71.75,VP5,1,1,12,,,,7.0,,,1,1,8,,,,4.0,,,20,,,,11.0,,,1,0,1.0,15.0,,,,10.0,,,3,2.44
15,7004.0,CW,2016-11-26,0002,P33W,599,20,DL0XM,599,14,0,2016-11-26 00:02:00,0,40.0,4.0,51.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,1,1,13,,,,8.0,,,1,1,9,,,,5.0,,,22,,,,13.0,,,1,0,1.0,16.0,,,,11.0,,,3,2.6
16,3517.0,CW,2016-11-26,0002,P33W,599,20,YL2KO,599,15,1,2016-11-26 00:02:00,0,80.0,5.0,2.0,multi,Latvia,15,29,continentEU,57.03,-24.65,YL,1,1,14,,,,,6.0,,3,0,9,,,,,4.0,,23,,,,,10.0,,1,0,1.0,17.0,,,,,6.0,,3,2.76
17,7003.0,CW,2016-11-26,0002,P33W,599,20,RW4W,599,16,0,2016-11-26 00:02:00,0,40.0,4.0,156.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,3,0,14,,,,8.0,,,4,0,9,,,,5.0,,,23,,,,13.0,,,1,0,1.0,18.0,,,,12.0,,,3,1.8
18,7003.0,CW,2016-11-26,0002,P33W,599,20,S52ZW,599,15,0,2016-11-26 00:02:00,0,40.0,4.0,156.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,1,1,15,,,,9.0,,,5,0,9,,,,5.0,,,24,,,,14.0,,,1,0,1.0,19.0,,,,13.0,,,3,2.44
19,7024.0,CW,2016-11-26,0002,P33W,599,20,RT6A,599,16,0,2016-11-26 00:02:00,0,40.0,4.0,3.0,inband,European Russia,16,29,continentEU,53.65,-41.37,UA,4,0,15,,,,9.0,,,5,0,9,,,,5.0,,,24,,,,14.0,,,1,0,1.0,20.0,,,,14.0,,,3,1.4
20,7003.0,CW,2016-11-26,0002,P33W,599,20,LA1U,599,14,0,2016-11-26 00:02:00,0,40.0,4.0,156.0,running,Norway,14,18,continentEU,61.00,-9.00,LA,1,1,16,,,,10.0,,,2,0,9,,,,5.0,,,25,,,,15.0,,,1,0,1.0,21.0,,,,15.0,,,3,1.88
21,3542.0,CW,2016-11-26,0002,P33W,599,20,LY2W,599,15,1,2016-11-26 00:02:00,0,80.0,5.0,1.0,multi,Lithuania,15,29,continentEU,55.45,-23.63,LY,1,1,17,,,,,7.0,,4,0,9,,,,,4.0,,26,,,,,11.0,,1,0,1.0,22.0,,,,,7.0,,3,2.2
22,7042.0,CW,2016-11-26,0002,P33W,599,20,W1QK,599,5,0,2016-11-26 00:02:00,0,40.0,4.0,2.0,inband,United States,5,8,continentNA,37.53,91.67,K,3,0,17,,,,10.0,,,3,0,9,,,,5.0,,,26,,,,15.0,,,1,0,1.0,23.0,,,,16.0,,,3,2.28
23,7004.0,CW,2016-11-26,0002,P33W,599,20,KI1G,599,5,0,2016-11-26 00:02:00,0,40.0,4.0,51.0,running,United States,5,8,continentNA,37.53,91.67,K,4,0,17,,,,10.0,,,4,0,9,,,,5.0,,,26,,,,15.0,,,1,0,1.0,24.0,,,,17.0,,,3,1.88
24,7003.0,CW,2016-11-26,0002,P33W,599,20,UX1CW,599,16,0,2016-11-26 00:02:00,0,40.0,4.0,156.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,2,0,17,,,,10.0,,,6,0,9,,,,5.0,,,26,,,,15.0,,,1,0,1.0,25.0,,,,18.0,,,3,2.68
25,3557.0,CW,2016-11-26,0002,P33W,599,20,S57K,599,15,1,2016-11-26 00:02:00,0,80.0,5.0,1.0,multi,Slovenia,15,28,continentEU,46.00,-14.00,S5,1,1,18,,,,,8.0,,5,0,9,,,,,4.0,,27,,,,,12.0,,1,0,1.0,26.0,,,,,8.0,,3,1.8
26,7003.0,CW,2016-11-26,0003,P33W,599,20,N3RS,599,5,0,2016-11-26 00:03:00,0,40.0,4.0,156.0,running,United States,5,8,continentNA,37.53,91.67,K,5,0,18,,,,10.0,,,5,0,9,,,,5.0,,,27,,,,15.0,,,1,0,1.0,27.0,,,,19.0,,,3,1.56
27,7031.0,CW,2016-11-26,0003,P33W,599,20,9A1P,599,15,0,2016-11-26 00:03:00,0,40.0,4.0,3.0,inband,Croatia,15,28,continentEU,45.18,-15.30,9A,2,0,18,,,,10.0,,,6,0,9,,,,5.0,,,27,,,,15.0,,,1,0,1.0,28.0,,,,20.0,,,3,2.36
28,7003.0,CW,2016-11-26,0003,P33W,599,20,RA3Y,599,16,0,2016-11-26 00:03:00,0,40.0,4.0,156.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,5,0,18,,,,10.0,,,7,0,9,,,,5.0,,,27,,,,15.0,,,1,0,1.0,29.0,,,,21.0,,,3,1.88
29,7003.0,CW,2016-11-26,0003,P33W,599,20,RK3IR,599,16,0,2016-11-26 00:03:00,0,40.0,4.0,156.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,6,0,18,,,,10.0,,,8,0,9,,,,5.0,,,27,,,,15.0,,,1,0,1.0,30.0,,,,22.0,,,3,2.04
30,7003.0,CW,2016-11-26,0003,P33W,599,20,DF7AT,599,14,0,2016-11-26 00:03:00,0,40.0,4.0,156.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,2,0,18,,,,10.0,,,3,0,9,,,,5.0,,,27,,,,15.0,,,1,0,1.0,31.0,,,,23.0,,,3,1.96
31,7033.0,CW,2016-11-26,0004,P33W,599,20,SO4M,599,15,0,2016-11-26 00:04:00,0,40.0,4.0,2.0,inband,Poland,15,28,continentEU,52.28,-18.67,SP,3,0,18,,,,10.0,,,7,0,9,,,,5.0,,,27,,,,15.0,,,1,0,1.0,32.0,,,,24.0,,,3,1.72
32,7004.0,CW,2016-11-26,0004,P33W,599,20,RW9RN,599,17,0,2016-11-26 00:04:00,0,40.0,4.0,51.0,running,Asiatic Russia,17,30,continentAS,55.88,-84.08,UA9,1,1,19,,,,11.0,,,1,1,10,,,,6.0,,,29,,,,17.0,,,1,0,1.0,33.0,,,,25.0,,,1,2.28
33,7043.0,CW,2016-11-26,0004,P33W,599,20,DJ5MW,599,14,0,2016-11-26 00:04:00,0,40.0,4.0,3.0,inband,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,3,0,19,,,,11.0,,,4,0,10,,,,6.0,,,29,,,,17.0,,,1,0,1.0,34.0,,,,26.0,,,3,2.28
34,7003.0,CW,2016-11-26,0004,P33W,599,20,HG1S,599,15,0,2016-11-26 00:04:00,0,40.0,4.0,156.0,running,Hungary,15,28,continentEU,47.12,-19.28,HA,1,1,20,,,,12.0,,,8,0,10,,,,6.0,,,30,,,,18.0,,,1,0,1.0,35.0,,,,27.0,,,3,1.88
35,3558.0,CW,2016-11-26,0004,P33W,599,20,OH5DX,599,15,1,2016-11-26 00:04:00,0,80.0,5.0,2.0,multi,Finland,15,18,continentEU,63.78,-27.08,OH,1,1,21,,,,,9.0,,6,0,10,,,,,4.0,,31,,,,,13.0,,1,0,1.0,36.0,,,,,9.0,,3,2.28
36,7004.0,CW,2016-11-26,0004,P33W,599,20,LA3S,599,14,0,2016-11-26 00:04:00,0,40.0,4.0,51.0,running,Norway,14,18,continentEU,61.00,-9.00,LA,2,0,21,,,,12.0,,,5,0,10,,,,6.0,,,31,,,,18.0,,,1,0,1.0,37.0,,,,28.0,,,3,1.64
37,7003.0,CW,2016-11-26,0004,P33W,599,20,IZ2DII,599,15,0,2016-11-26 00:04:00,0,40.0,4.0,156.0,running,Italy,15,28,continentEU,42.82,-12.58,I,1,1,22,,,,13.0,,,9,0,10,,,,6.0,,,32,,,,19.0,,,1,0,1.0,38.0,,,,29.0,,,3,2.28
38,7022.0,CW,2016-11-26,0004,P33W,599,20,HG5D,599,15,0,2016-11-26 00:04:00,0,40.0,4.0,3.0,inband,Hungary,15,28,continentEU,47.12,-19.28,HA,2,0,22,,,,13.0,,,10,0,10,,,,6.0,,,32,,,,19.0,,,1,0,1.0,39.0,,,,30.0,,,3,1.64
39,7004.0,CW,2016-11-26,0004,P33W,599,20,UR4RWW,599,16,0,2016-11-26 00:04:00,0,40.0,4.0,51.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,3,0,22,,,,13.0,,,9,0,10,,,,6.0,,,32,,,,19.0,,,1,0,1.0,40.0,,,,31.0,,,3,2.6
40,7003.0,CW,2016-11-26,0004,P33W,599,20,UR4RWW,599,16,0,2016-11-26 00:04:00,0,40.0,4.0,156.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,4,0,22,,,,13.0,,,10,0,10,,,,6.0,,,32,,,,19.0,,,2,1,,,,,,,,,0,2.6
41,3506.0,CW,2016-11-26,0005,P33W,599,20,E74X,599,15,1,2016-11-26 00:05:00,0,80.0,5.0,1.0,multi,Bosnia-Herzegovina,15,28,continentEU,44.32,-17.57,E7,1,1,23,,,,,10.0,,7,0,10,,,,,4.0,,33,,,,,14.0,,1,0,1.0,41.0,,,,,10.0,,3,1.8
42,7003.0,CW,2016-11-26,0005,P33W,599,20,DL1MGB,599,14,0,2016-11-26 00:05:00,0,40.0,4.0,156.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,4,0,23,,,,13.0,,,6,0,10,,,,6.0,,,33,,,,19.0,,,1,0,1.0,42.0,,,,32.0,,,3,2.92
43,7003.0,CW,2016-11-26,0005,P33W,599,20,W2YC,599,5,0,2016-11-26 00:05:00,0,40.0,4.0,156.0,running,United States,5,8,continentNA,37.53,91.67,K,6,0,23,,,,13.0,,,6,0,10,,,,6.0,,,33,,,,19.0,,,1,0,1.0,43.0,,,,33.0,,,3,2.28
44,3504.0,CW,2016-11-26,0005,P33W,599,20,4X6FR,599,20,1,2016-11-26 00:05:00,0,80.0,5.0,1.0,multi,Israel,20,39,continentAS,31.32,-34.82,4X,1,1,24,,,,,11.0,,2,0,10,,,,,4.0,,34,,,,,15.0,,1,0,1.0,44.0,,,,,11.0,,1,2.44
45,7031.0,CW,2016-11-26,0005,P33W,599,20,HA7A,599,15,0,2016-11-26 00:05:00,0,40.0,4.0,3.0,inband,Hungary,15,28,continentEU,47.12,-19.28,HA,3,0,24,,,,13.0,,,11,0,10,,,,6.0,,,34,,,,19.0,,,1,0,1.0,45.0,,,,34.0,,,3,1.56
46,3527.0,CW,2016-11-26,0005,P33W,599,20,9A7A,599,15,1,2016-11-26 00:05:00,0,80.0,5.0,2.0,multi,Croatia,15,28,continentEU,45.18,-15.30,9A,1,1,25,,,,,12.0,,8,0,10,,,,,4.0,,35,,,,,16.0,,1,0,1.0,46.0,,,,,12.0,,3,1.96
47,7004.0,CW,2016-11-26,0005,P33W,599,20,W3FIZ,599,5,0,2016-11-26 00:05:00,0,40.0,4.0,51.0,running,United States,5,8,continentNA,37.53,91.67,K,7,0,25,,,,13.0,,,7,0,10,,,,6.0,,,35,,,,19.0,,,1,0,1.0,47.0,,,,35.0,,,3,2.28
48,7003.0,CW,2016-11-26,0006,P33W,599,20,UR5UJ,599,16,0,2016-11-26 00:06:00,0,40.0,4.0,156.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,5,0,25,,,,13.0,,,11,0,10,,,,6.0,,,35,,,,19.0,,,1,0,1.0,48.0,,,,36.0,,,3,2.2
49,3539.0,CW,2016-11-26,0006,P33W,599,20,TK/S53CC,599,15,1,2016-11-26 00:06:00,0,80.0,5.0,1.0,multi,Corsica,15,28,continentEU,42.00,-9.00,TK,1,1,26,,,,,13.0,,9,0,10,,,,,4.0,,36,,,,,17.0,,1,0,1.0,49.0,,,,,13.0,,3,3.8
50,7003.0,CW,2016-11-26,0006,P33W,599,20,DL2DX,599,14,0,2016-11-26 00:06:00,0,40.0,4.0,156.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,5,0,26,,,,13.0,,,7,0,10,,,,6.0,,,36,,,,19.0,,,1,0,1.0,50.0,,,,37.0,,,3,2.44
51,7019.0,CW,2016-11-26,0006,P33W,599,20,G2F,599,14,0,2016-11-26 00:06:00,0,40.0,4.0,2.0,inband,England,14,27,continentEU,52.77,1.47,G,1,1,27,,,,14.0,,,8,0,10,,,,6.0,,,37,,,,20.0,,,1,0,1.0,51.0,,,,38.0,,,3,1.56
52,7015.0,CW,2016-11-26,0006,P33W,599,20,RG0A,599,18,0,2016-11-26 00:06:00,0,40.0,4.0,1.0,inband,European Russia,16,29,continentEU,53.65,-41.37,UA,7,0,27,,,,14.0,,,1,1,11,,,,7.0,,,38,,,,21.0,,,1,0,1.0,52.0,,,,39.0,,,3,1.96
53,7003.0,CW,2016-11-26,0006,P33W,599,20,DK0MM,599,14,0,2016-11-26 00:06:00,0,40.0,4.0,156.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,6,0,27,,,,14.0,,,9,0,11,,,,7.0,,,38,,,,21.0,,,1,0,1.0,53.0,,,,40.0,,,3,2.44
54,7003.0,CW,2016-11-26,0006,P33W,599,20,OM7M,599,15,0,2016-11-26 00:06:00,0,40.0,4.0,156.0,running,Slovak Republic,15,28,continentEU,49.00,-20.00,OM,2,0,27,,,,14.0,,,12,0,11,,,,7.0,,,38,,,,21.0,,,1,0,1.0,54.0,,,,41.0,,,3,1.88
55,7028.0,CW,2016-11-26,0006,P33W,599,20,IR4M,599,15,0,2016-11-26 00:06:00,0,40.0,4.0,2.0,inband,Italy,15,28,continentEU,42.82,-12.58,I,2,0,27,,,,14.0,,,13,0,11,,,,7.0,,,38,,,,21.0,,,1,0,1.0,55.0,,,,42.0,,,3,1.48
56,7003.0,CW,2016-11-26,0007,P33W,599,20,F6KDL,599,14,0,2016-11-26 00:07:00,0,40.0,4.0,156.0,running,France,14,27,continentEU,46.00,-2.00,F,1,1,28,,,,15.0,,,10,0,11,,,,7.0,,,39,,,,22.0,,,1,0,1.0,56.0,,,,43.0,,,3,2.28
57,7003.0,CW,2016-11-26,0007,P33W,599,20,DK0TU,599,14,0,2016-11-26 00:07:00,0,40.0,4.0,156.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,7,0,28,,,,15.0,,,11,0,11,,,,7.0,,,39,,,,22.0,,,1,0,1.0,57.0,,,,44.0,,,3,2.28
58,3533.0,CW,2016-11-26,0007,P33W,599,20,YT4T,599,15,1,2016-11-26 00:07:00,0,80.0,5.0,3.0,multi,Serbia,15,28,continentEU,44.00,-21.00,YU,1,1,29,,,,,14.0,,10,0,11,,,,,4.0,,40,,,,,18.0,,1,0,1.0,58.0,,,,,14.0,,3,1.56
59,3500.0,CW,2016-11-26,0007,P33W,599,20,K3LR,599,5,1,2016-11-26 00:07:00,0,80.0,5.0,1.0,multi,United States,5,8,continentNA,37.53,91.67,K,1,1,30,,,,,15.0,,2,0,11,,,,,4.0,,41,,,,,19.0,,1,0,1.0,59.0,,,,,15.0,,3,1.88
60,3535.0,CW,2016-11-26,0007,P33W,599,20,DR4A,599,14,1,2016-11-26 00:07:00,0,80.0,5.0,1.0,multi,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,1,1,31,,,,,16.0,,2,0,11,,,,,4.0,,42,,,,,20.0,,1,0,1.0,60.0,,,,,16.0,,3,1.56
61,7003.0,CW,2016-11-26,0007,P33W,599,20,RU5A,599,16,0,2016-11-26 00:07:00,0,40.0,4.0,156.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,8,0,31,,,,15.0,,,12,0,11,,,,7.0,,,42,,,,22.0,,,1,0,1.0,61.0,,,,45.0,,,3,1.48
62,7003.0,CW,2016-11-26,0007,P33W,599,20,LY8O,599,15,0,2016-11-26 00:07:00,0,40.0,4.0,156.0,running,Lithuania,15,29,continentEU,55.45,-23.63,LY,1,1,32,,,,16.0,,,14,0,11,,,,7.0,,,43,,,,23.0,,,1,0,1.0,62.0,,,,46.0,,,3,2.28
63,3534.0,CW,2016-11-26,0007,P33W,599,20,RG6G,599,16,1,2016-11-26 00:07:00,0,80.0,5.0,1.0,multi,European Russia,16,29,continentEU,53.65,-41.37,UA,1,1,33,,,,,17.0,,1,1,12,,,,,5.0,,45,,,,,22.0,,1,0,1.0,63.0,,,,,17.0,,3,1.8
64,7027.0,CW,2016-11-26,0007,P33W,599,20,9A1A,599,15,0,2016-11-26 00:07:00,0,40.0,4.0,3.0,inband,Croatia,15,28,continentEU,45.18,-15.30,9A,3,0,33,,,,16.0,,,15,0,12,,,,7.0,,,45,,,,23.0,,,1,0,1.0,64.0,,,,47.0,,,3,2.12
65,7004.0,CW,2016-11-26,0008,P33W,599,20,RC6U,599,16,0,2016-11-26 00:08:00,0,40.0,4.0,51.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,9,0,33,,,,16.0,,,13,0,12,,,,7.0,,,45,,,,23.0,,,1,0,1.0,65.0,,,,48.0,,,3,1.8
66,3505.0,CW,2016-11-26,0008,P33W,599,20,OQ5M,599,14,1,2016-11-26 00:08:00,0,80.0,5.0,2.0,multi,Belgium,14,27,continentEU,50.70,-4.85,ON,1,1,34,,,,,18.0,,3,0,12,,,,,5.0,,46,,,,,23.0,,1,0,1.0,66.0,,,,,18.0,,3,1.96
67,7024.0,CW,2016-11-26,0008,P33W,599,20,DF0CI,599,14,0,2016-11-26 00:08:00,0,40.0,4.0,3.0,inband,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,8,0,34,,,,16.0,,,12,0,12,,,,7.0,,,46,,,,23.0,,,1,0,1.0,67.0,,,,49.0,,,3,2.44
68,7004.0,CW,2016-11-26,0008,P33W,599,20,CU9AB,599,14,0,2016-11-26 00:08:00,0,40.0,4.0,51.0,running,Azores,14,36,continentEU,38.70,27.23,CU,1,1,35,,,,17.0,,,13,0,12,,,,7.0,,,47,,,,24.0,,,1,0,1.0,68.0,,,,50.0,,,3,2.44
69,3550.0,CW,2016-11-26,0008,P33W,599,20,PI4Z,599,14,1,2016-11-26 00:08:00,0,80.0,5.0,1.0,multi,Netherlands,14,27,continentEU,52.28,-5.47,PA,1,1,36,,,,,19.0,,4,0,12,,,,,5.0,,48,,,,,24.0,,1,0,1.0,69.0,,,,,19.0,,3,1.8
70,7006.0,CW,2016-11-26,0008,P33W,599,20,DK1NO,599,14,0,2016-11-26 00:08:00,0,40.0,4.0,1.0,inband,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,9,0,36,,,,17.0,,,14,0,12,,,,7.0,,,48,,,,24.0,,,1,0,1.0,70.0,,,,51.0,,,3,2.44
71,7003.0,CW,2016-11-26,0008,P33W,599,20,S58N,599,15,0,2016-11-26 00:08:00,0,40.0,4.0,156.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,2,0,36,,,,17.0,,,16,0,12,,,,7.0,,,48,,,,24.0,,,1,0,1.0,71.0,,,,52.0,,,3,1.72
72,7003.0,CW,2016-11-26,0008,P33W,599,20,OE1SZW,599,15,0,2016-11-26 00:08:00,0,40.0,4.0,156.0,running,Austria,15,28,continentEU,47.33,-13.33,OE,1,1,37,,,,18.0,,,17,0,12,,,,7.0,,,49,,,,25.0,,,1,0,1.0,72.0,,,,53.0,,,3,2.76
73,3526.0,CW,2016-11-26,0008,P33W,599,20,OK6W,599,15,1,2016-11-26 00:08:00,0,80.0,5.0,3.0,multi,Czech Republic,15,28,continentEU,50.00,-16.00,OK,1,1,38,,,,,20.0,,11,0,12,,,,,5.0,,50,,,,,25.0,,1,0,1.0,73.0,,,,,20.0,,3,1.96
74,7007.0,CW,2016-11-26,0009,P33W,599,20,DL0GL,599,14,0,2016-11-26 00:09:00,0,40.0,4.0,1.0,inband,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,10,0,38,,,,18.0,,,15,0,12,,,,7.0,,,50,,,,25.0,,,1,0,1.0,74.0,,,,54.0,,,3,2.6
75,7003.0,CW,2016-11-26,0009,P33W,599,20,SP9KAO,599,15,0,2016-11-26 00:09:00,0,40.0,4.0,156.0,running,Poland,15,28,continentEU,52.28,-18.67,SP,4,0,38,,,,18.0,,,18,0,12,,,,7.0,,,50,,,,25.0,,,1,0,1.0,75.0,,,,55.0,,,3,2.92
76,7013.0,CW,2016-11-26,0009,P33W,599,20,DL1A,599,14,0,2016-11-26 00:09:00,0,40.0,4.0,2.0,inband,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,11,0,38,,,,18.0,,,16,0,12,,,,7.0,,,50,,,,25.0,,,1,0,1.0,76.0,,,,56.0,,,3,1.88
77,7004.0,CW,2016-11-26,0009,P33W,599,20,RG4I,599,16,0,2016-11-26 00:09:00,0,40.0,4.0,51.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,10,0,38,,,,18.0,,,14,0,12,,,,7.0,,,50,,,,25.0,,,1,0,1.0,77.0,,,,57.0,,,3,1.56
78,3515.0,CW,2016-11-26,0009,P33W,599,20,M6T,599,14,1,2016-11-26 00:09:00,0,80.0,5.0,1.0,multi,England,14,27,continentEU,52.77,1.47,G,1,1,39,,,,,21.0,,5,0,12,,,,,5.0,,51,,,,,26.0,,1,0,1.0,78.0,,,,,21.0,,3,1.08
79,7003.0,CW,2016-11-26,0009,P33W,599,20,SO4R,599,15,0,2016-11-26 00:09:00,0,40.0,4.0,156.0,running,Poland,15,28,continentEU,52.28,-18.67,SP,5,0,39,,,,18.0,,,19,0,12,,,,7.0,,,51,,,,25.0,,,1,0,1.0,79.0,,,,58.0,,,3,1.72
